ID,item_cnt_month
0,0.55943
1,0.13385837
2,0.9466854
3,0.20118183
4,0.13385837
5,0.5191066
6,1.1160102
7,0.12345825
8,1.1729665
9,0.13385837
10,2.5961127
11,0.26535895
12,0.13141224
13,0.31700844
14,1.5927988
15,2.7245858
16,0.13385837
17,0.12293087
18,1.3346555
19,0.13356948
20,0.64451325
21,0.13385837
22,0.76293784
23,0.7706592
24,1.4987879
25,0.13385837
26,0.13385837
27,0.53221726
28,0.8266503
29,3.2623923
30,0.3755527
31,0.13385837
32,0.44646367
33,0.73963344
34,0.12686409
35,0.13024049
36,0.12387034
37,0.53202796
38,0.28235447
39,0.11967759
40,0.71591663
41,0.90327317
42,3.1247046
43,2.9995096
44,0.5485733
45,0.13385837
46,0.76792204
47,0.1414067
48,0.27483633
49,0.97638357
50,1.5910804
51,0.30150843
52,0.72011346
53,0.18318245
54,5.638894
55,2.450159
56,2.5596414
57,2.184423
58,3.6711724
59,2.851809
60,4.4130282
61,0.46493983
62,0.44716725
63,0.40614158
64,0.13385837
65,0.13385837
66,0.89654785
67,0.12876743
68,0.5329209
69,0.12830499
70,0.13385837
71,2.0196886
72,0.51676655
73,0.9465483
74,0.13385837
75,0.13385837
76,0.40699154
77,0.13385837
78,0.32311162
79,0.96253604
80,1.179936
81,3.1041496
82,1.027674
83,0.27476442
84,1.0097666
85,1.1757461
86,0.56977624
87,0.12595792
88,3.4834368
89,1.3505664
90,0.8320009
91,0.4139834
92,2.343014
93,0.19532004
94,0.3278396
95,0.1321464
96,0.12873852
97,0.5546377
98,0.6535206
99,1.5583835
100,0.682266
101,0.7219475
102,0.27437058
103,0.4045995
104,0.11867799
105,0.13385837
106,0.13385837
107,0.7983781
108,0.121314555
109,0.13385837
110,0.27869835
111,0.13385837
112,0.13385837
113,0.13385837
114,0.33856055
115,0.34520227
116,0.13385837
117,0.14628461
118,9.830518
119,0.14065489
120,0.13206273
121,0.120147675
122,0.408857
123,0.49851072
124,0.6800537
125,1.2344437
126,0.13385837
127,0.13290897
128,0.13385837
129,0.3025806
130,0.4098168
131,0.13385837
132,0.41826957
133,3.4664621
134,0.124888256
135,0.41468972
136,0.29941452
137,0.13385837
138,0.98798066
139,0.13385837
140,0.20624
141,0.54047287
142,0.14350978
143,0.30209044
144,0.13385837
145,0.13385837
146,0.13385837
147,0.17675619
148,0.13385837
149,0.13385837
150,0.1063294
151,0.13385837
152,6.667571
153,0.36197194
154,0.13385837
155,0.15782885
156,0.20646918
157,0.13133426
158,0.20203611
159,0.3920922
160,0.13385837
161,0.3026726
162,0.13385837
163,0.41105032
164,0.3418264
165,0.13373789
166,0.59913075
167,0.122070044
168,0.13385837
169,0.13100728
170,0.3026726
171,0.5243689
172,0.3890055
173,1.1684046
174,1.4044435
175,2.3233242
176,1.3502256
177,0.13385837
178,0.5527699
179,0.12219584
180,1.1467943
181,0.46394795
182,0.13385837
183,0.11113827
184,0.30194443
185,0.13385837
186,0.11740087
187,0.14235197
188,0.13385837
189,0.13385837
190,0.13385837
191,0.6795221
192,0.7178943
193,0.12418084
194,0.13133758
195,0.19495521
196,0.31720707
197,2.4261794
198,1.2464471
199,0.13385837
200,0.13385837
201,0.13385837
202,0.18899119
203,1.227272
204,0.107558355
205,0.13385837
206,0.13385837
207,0.13272324
208,1.4770023
209,0.5667313
210,0.28932178
211,0.11874466
212,0.1268584
213,0.4184842
214,0.11252302
215,0.5085418
216,0.45332277
217,0.1589411
218,1.7826501
219,0.5158084
220,0.42130196
221,0.13385837
222,0.13385837
223,0.9272535
224,2.5018382
225,0.44583818
226,0.44603476
227,0.13385837
228,0.29096082
229,0.13385837
230,0.13385837
231,0.52439284
232,0.13385837
233,0.39603275
234,0.13385837
235,0.14392443
236,0.15530209
237,0.52461344
238,0.39996952
239,0.22608557
240,0.8827248
241,0.131312
242,0.13385837
243,0.13385837
244,0.13385837
245,0.27758783
246,1.7569054
247,0.5387932
248,0.38095593
249,0.13356411
250,0.78099656
251,0.19111636
252,0.20611788
253,1.0952659
254,0.37256876
255,6.6611233
256,0.13385837
257,0.16291864
258,0.45817012
259,0.29300246
260,0.13154888
261,0.13383679
262,0.23248751
263,0.13385837
264,0.12576248
265,0.42758003
266,0.13385837
267,0.30034488
268,0.13023783
269,0.13381536
270,1.2105871
271,0.12028842
272,0.19962998
273,0.7572982
274,12.105325
275,0.13385837
276,0.41612488
277,1.4077673
278,0.4159877
279,0.21110329
280,0.22209325
281,0.18327957
282,0.10800387
283,0.7637874
284,0.21727881
285,0.30873865
286,0.13385837
287,0.924327
288,0.2962166
289,0.4186989
290,0.13385837
291,0.12681234
292,0.3050568
293,0.13104747
294,0.8655673
295,1.0182391
296,0.16880879
297,0.12612215
298,0.13385837
299,0.13385837
300,0.13322738
301,0.5483759
302,0.96522087
303,0.7545336
304,0.13138846
305,0.13267255
306,0.20723456
307,0.20201406
308,0.3436762
309,0.13385837
310,0.13385837
311,0.5395725
312,0.8918903
313,0.21202254
314,0.13385837
315,0.41874614
316,0.13550188
317,2.51575
318,0.12483691
319,0.19208786
320,0.13385837
321,0.121722564
322,0.8682961
323,0.14823541
324,0.5252845
325,0.4792174
326,0.3991323
327,0.13385837
328,0.13385837
329,0.3834249
330,0.13385837
331,0.13385837
332,0.19976276
333,0.30124605
334,0.9970311
335,0.3510756
336,0.10822424
337,0.8235068
338,0.39155304
339,0.562616
340,0.121515796
341,0.27615988
342,0.13385837
343,1.1228886
344,0.11530042
345,0.13104331
346,3.7107956
347,3.445887
348,0.11187409
349,0.31708923
350,0.13385837
351,0.7321704
352,0.13385837
353,0.10851231
354,0.13385837
355,0.13385837
356,0.41141787
357,0.8499438
358,0.6204114
359,0.41142043
360,0.1979563
361,2.8402092
362,0.7494018
363,0.99792176
364,0.5569884
365,0.55636096
366,0.13385837
367,0.13385837
368,0.13385837
369,0.1925697
370,0.13385837
371,0.41891363
372,0.7553219
373,0.13385837
374,1.5421529
375,2.1656284
376,0.70380765
377,0.308172
378,0.4349944
379,0.13385837
380,3.0337796
381,0.55636096
382,0.5564101
383,0.13385837
384,1.7515119
385,0.39749599
386,0.53590816
387,0.13385837
388,0.18795994
389,0.1213025
390,0.13385837
391,0.14688718
392,0.12820844
393,0.4869681
394,0.13385837
395,0.13385837
396,1.9448853
397,0.35620967
398,0.13385837
399,0.44171712
400,0.13385837
401,0.4506631
402,1.6048788
403,2.4028287
404,0.39159283
405,0.13952735
406,0.13174209
407,0.13347751
408,0.13958167
409,0.13385837
410,0.13385837
411,1.155898
412,0.13598989
413,0.19577818
414,0.13385837
415,3.7833192
416,0.13385837
417,0.13385837
418,0.13385837
419,0.13385837
420,0.37131023
421,1.5788711
422,0.4139834
423,1.0648229
424,0.12618253
425,0.152878
426,0.13385837
427,0.13385837
428,1.1492968
429,0.53887886
430,0.9159533
431,0.7185764
432,0.13110983
433,0.13385837
434,0.12887083
435,0.8491862
436,0.12609135
437,0.8526268
438,0.6225086
439,0.7294359
440,0.19181263
441,0.26746422
442,0.28643182
443,0.20293114
444,0.1264501
445,0.47509825
446,0.26966006
447,0.28549597
448,0.4169811
449,0.6889601
450,0.41698366
451,0.22096585
452,0.17446868
453,0.28066218
454,0.528973
455,0.18817906
456,0.39918745
457,0.13385837
458,0.6280654
459,0.5658045
460,16.726276
461,1.365819
462,0.41925722
463,0.69179237
464,0.5206941
465,0.13385837
466,0.13385837
467,0.13385837
468,0.13385837
469,0.27399597
470,0.41334158
471,0.26231462
472,0.199422
473,0.13385837
474,1.1480536
475,1.5799199
476,0.13385837
477,0.13123518
478,0.1338059
479,0.13385837
480,0.13385837
481,0.13385837
482,0.120748356
483,0.41569632
484,0.89060134
485,0.41120833
486,0.554189
487,0.10827567
488,0.13385837
489,2.608406
490,0.19214028
491,0.13385837
492,0.51401496
493,0.13385837
494,0.41729257
495,0.11500065
496,0.14933285
497,0.13385837
498,6.3602734
499,0.13385837
500,0.13385837
501,0.5586469
502,0.42270952
503,0.13385837
504,1.1497049
505,0.83041364
506,1.0585685
507,0.119685754
508,1.0494642
509,0.34681374
510,0.19975325
511,0.11627747
512,0.28258914
513,0.13385837
514,0.13113472
515,0.13385837
516,0.30247852
517,0.62359023
518,1.0982978
519,0.54083866
520,0.5198951
521,0.47052187
522,0.6637494
523,1.4141421
524,0.18538752
525,0.6198044
526,0.21086025
527,0.19504169
528,0.13132544
529,0.13089624
530,0.13385837
531,0.5849434
532,0.12994976
533,0.12025887
534,0.13385837
535,0.13087338
536,0.13385837
537,0.110642835
538,0.33209273
539,0.14215589
540,1.0766225
541,0.13385837
542,0.19291258
543,0.11800519
544,0.12876238
545,0.13385837
546,0.39004114
547,0.11997622
548,0.12163186
549,0.13377187
550,0.13385837
551,0.3025634
552,0.5896841
553,0.12599434
554,0.13383742
555,0.4854176
556,0.115643606
557,0.21631745
558,0.13385837
559,0.13280095
560,0.33446774
561,0.9218912
562,0.116679534
563,0.13385837
564,0.13385837
565,0.11812851
566,0.20089945
567,0.13385837
568,0.19339839
569,0.114302844
570,0.13385837
571,0.13385837
572,0.8651061
573,0.30248562
574,0.13385837
575,0.13385837
576,0.28713894
577,0.13385837
578,0.13385837
579,0.38759685
580,0.13385837
581,0.13385837
582,0.13385837
583,0.13385837
584,0.8559319
585,0.12890586
586,0.13385837
587,0.5485371
588,2.498859
589,0.18122198
590,0.5564904
591,0.37491155
592,2.2290044
593,0.11480723
594,0.11249158
595,0.13953884
596,0.19894503
597,0.13385837
598,0.13382433
599,0.13385837
600,0.120908186
601,0.19152212
602,0.13385837
603,0.13023463
604,0.30211154
605,0.12292631
606,0.13256092
607,0.13385837
608,0.13226232
609,0.44268048
610,0.4607361
611,0.7211455
612,0.13385837
613,0.13385837
614,0.13385837
615,0.9977551
616,0.40077895
617,0.33776718
618,0.55273455
619,0.13854699
620,0.40003073
621,0.13385837
622,0.13385837
623,0.65277606
624,0.418055
625,0.41291386
626,0.8655673
627,0.13385837
628,0.11713101
629,0.20206216
630,0.2793478
631,0.13385837
632,0.20206216
633,0.13385837
634,0.48214114
635,0.41022295
636,0.13385837
637,0.2718475
638,0.22996086
639,0.115277454
640,0.5341396
641,0.83014727
642,0.12239489
643,0.13385837
644,0.12483084
645,0.13385837
646,0.8655673
647,0.14678533
648,0.13385837
649,0.19883561
650,0.29345956
651,0.90534
652,0.13385837
653,0.19953959
654,0.14748165
655,0.4139834
656,0.37835753
657,0.13385837
658,0.13385837
659,0.13959564
660,0.56671536
661,0.212883
662,0.13385837
663,1.0346298
664,0.119503066
665,0.38306302
666,0.19223724
667,0.13385837
668,0.75843513
669,0.19854249
670,0.11606398
671,0.118936
672,0.14170635
673,0.6069931
674,0.13385837
675,0.13385837
676,0.5867778
677,0.76029205
678,0.2899014
679,0.9231891
680,0.13385837
681,0.1312817
682,0.26872337
683,0.13385837
684,0.75843513
685,0.41925722
686,0.49001703
687,0.30346859
688,0.40383434
689,0.13385837
690,0.13385837
691,0.11370845
692,0.112671226
693,0.114836544
694,0.13385837
695,0.85921526
696,0.13385837
697,0.13385837
698,0.13385837
699,0.13385837
700,1.5788128
701,0.13385837
702,1.4534733
703,1.4534733
704,0.13385837
705,0.13385837
706,0.14525793
707,0.13385837
708,0.13383238
709,2.1349194
710,0.27753648
711,0.43527967
712,0.13385837
713,0.54004097
714,0.3028667
715,0.13385837
716,0.46695405
717,0.28538913
718,0.13385837
719,0.13385837
720,0.13385837
721,0.6004046
722,0.12974957
723,1.9104058
724,0.19135293
725,0.55558956
726,0.77239096
727,0.7577925
728,0.13385837
729,1.1458908
730,0.19195151
731,0.12217973
732,0.87825465
733,0.13385837
734,0.7570511
735,0.3028667
736,0.4191284
737,0.7600362
738,0.5547694
739,0.35324574
740,0.30325493
741,0.1295596
742,0.13385837
743,0.4185701
744,0.9210634
745,0.5534581
746,0.4950059
747,0.70404893
748,0.78883445
749,0.13385837
750,0.39341432
751,0.14899436
752,0.4399777
753,0.1330706
754,1.5642042
755,0.47636852
756,0.13385837
757,0.44352233
758,0.1326787
759,0.13269678
760,0.79256696
761,0.29568386
762,0.1336824
763,2.03941
764,0.43778366
765,0.14959793
766,0.29918197
767,0.39395043
768,0.6239222
769,0.25508884
770,0.13385837
771,0.13385837
772,0.30131447
773,0.13385837
774,0.13385837
775,0.13385837
776,0.41655356
777,0.41655356
778,0.13385837
779,0.41839838
780,0.13385837
781,1.1470134
782,0.8909106
783,0.41826957
784,0.13385837
785,1.1448781
786,2.2174253
787,1.2254796
788,0.13385837
789,0.41758293
790,0.13385837
791,0.13385837
792,0.13385837
793,3.4687123
794,0.13385837
795,0.13385837
796,0.13385837
797,0.41805068
